No,業種区分,施設名称,施設所在地,施設所在地,施設ビル名,施設TEL,開設者名,代表者肩書,代表者名,確認番号,確認年月日,前月新確認施設(確認年月日)
837,取次所,ホワイト急便サッポロ　清田８条３丁目店,北海道札幌市清田区清田８条３丁目９－８,札幌市清田区清田８条３丁目９－８,中沢商店内,011-881-0707,鈴木寿美,,,札保清確認（ク）第2号,2000-05-09,
838,取次所,(株)清晃舎クリーニング　ビッグハウス里塚店,北海道札幌市清田区美しが丘１条７丁目１－１,札幌市清田区美しが丘１条７丁目１－１,ビッグハウス里塚店,011-884-7969,株式会社清晃舎クリーニング,代表取締役,小林幸治,札保環確認（ク）第16号,2018-09-14,
839,取次所,エンパイアー　美しが丘中央店,北海道札幌市清田区美しが丘３条５丁目９番,札幌市清田区美しが丘３条５丁目９番,,011-885-2127,株式会社エンパイアー,代表取締役,山下譲,札保清確認（ク）第1号,2001-10-01,
840,取次所,カクサダクリーニング　豊月Ｄ－７店,北海道札幌市清田区美しが丘４条６丁目１－１,札幌市清田区美しが丘４条６丁目１－１,,011-885-0010,カクサダクリーニング株式会社,代表取締役,成田繁,札保清確認（ク）第3号,2000-06-22,
841,取次所,株式会社　今野クリーニング　美しが丘店,北海道札幌市清田区美しが丘５条６丁目１－２,札幌市清田区美しが丘５条６丁目１－２,,011-883-3236,斉藤由美子,,,札豊保衛確認（ク）第32号,1994-12-12,
842,取次所,株式会社　清晃舎クリーニング,北海道札幌市清田区平岡１条１丁目１－３,札幌市清田区平岡１条１丁目１－３,西友清田店１Ｆ,011-883-2156,株式会社清晃舎クリーニング,代表取締役,小林幸治,札豊保衛確認（ク）第14号,1982-10-09,
843,リネンサプライ,（株）小山商会　札幌工場,北海道札幌市清田区平岡１条３丁目７番７号,札幌市清田区平岡１条３丁目７番７号,,011-889-2025,株式会社小山商会,代表取締役,小山喜雄,札保環確認（ク）第5号,2008-05-01,
844,取次所,フラワー　ドライクリーニング　平岡店,北海道札幌市清田区平岡２条２丁目４－５,札幌市清田区平岡２条２丁目４－５,,011-883-2933,村山芳男,,,札豊保衛確認（ク）第1号,1985-02-12,
845,取次所,有限会社　重元商店,北海道札幌市清田区平岡３条３丁目６－８,札幌市清田区平岡３条３丁目６－８,,011-883-2397,有限会社重元商店,代表取締役,郡司重元,札豊保衛確認（ク）第1号,1992-04-01,
846,取次所,清晃舎クリーニング　イオン札幌平岡ショッピングセンター,北海道札幌市清田区平岡３条５丁目３－１,札幌市清田区平岡３条５丁目３－１,,011-886-5419,株式会社清晃舎クリーニング,代表取締役,小林幸治,札保環確認（ク）第62号,2007-02-23,
847,取次所,ホワイト急便　平岡６条店,北海道札幌市清田区平岡６条１丁目６－２１,札幌市清田区平岡６条１丁目６－２１,,011-375-1738,田上雅子,,,札保環確認（ク）第23号,2012-02-29,
848,取次所,クリーニングピュア　平岡中央店,北海道札幌市清田区平岡６条２丁目４番８号,札幌市清田区平岡６条２丁目４番８号,,011-885-2626,株式会社光生舎,代表取締役,髙江智和理,札保環確認（ク）第14号,2004-07-02,
849,取次所,株式会社　清晃舎クリーニング,北海道札幌市清田区平岡７条２丁目２－１,札幌市清田区平岡７条２丁目２－１,東急ストアー平岡店,011-882-8322,株式会社清晃舎クリーニング,代表取締役,小林幸治,札豊保衛確認（ク）第18号,1993-08-25,
850,取次所,エンパイアー　パルク店,北海道札幌市清田区平岡７条３丁目１８,札幌市清田区平岡７条３丁目１８,平岡ショッピングセンターＤ棟１Ｆ,,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第2号,2004-04-22,
851,取次所,クリーニングピュア　パルム平岡８条店,北海道札幌市清田区平岡８条４丁目２－１０,札幌市清田区平岡８条４丁目２－１０,,011-883-1004,株式会社光生舎,代表取締役,髙江智和理,札保環確認（ク）第9号,2010-06-17,
852,取次所,エンパイアー　リーヴ平岡店,北海道札幌市清田区平岡９条１丁目１０番５号,札幌市清田区平岡９条１丁目１０番５号,,011-885-8570,株式会社エンパイアー,代表取締役,山下譲,札保清確認（ク）第2号,2001-11-22,
853,クリーニング工場,イタリアンドライセンター,北海道札幌市清田区平岡１０条１丁目７－２,札幌市清田区平岡１０条１丁目７－２,,011-891-1890,有限会社イタリアンドライセンター,代表取締役,齋藤達美,札保清確認（ク）第4号,2000-09-29,
854,取次所,クリーンライン　マルタカ　ルミネ　平岡店,北海道札幌市清田区平岡公園東３丁目１－５,札幌市清田区平岡公園東３丁目１－５,,011-885-4390,有限会社丸高ドライクリーニング,代表取締役,高山郁雄,札豊保衛確認（ク）第3号,1993-04-23,
855,取次所,ドイツクリーナー椿店,北海道札幌市清田区北野２条１丁目13番21号,札幌市清田区北野２条１丁目13番21号,,011-882-2922,椿良雄,,,札保環確認（ク）第17号,2003-06-27,
856,取次所,ダスキン清田支店,北海道札幌市清田区北野２条２丁目２０番２号,札幌市清田区北野２条２丁目２０番２号,,011-888-4010,株式会社道協,代表取締役,大宮典昭,札保環確認（ク）第14号,2007-05-31,
857,取次所,ホワイト急便　北野２条３丁目店,北海道札幌市清田区北野２条３丁目３－２,札幌市清田区北野２条３丁目３－２,,011-881-2968,藤塚弘子,,,札豊保衛確認（ク）第4号,1994-04-22,
858,取次所,クリーンショップ　ＡＲＡＩＹＡ　北野店,北海道札幌市清田区北野３条２丁目６－１３,札幌市清田区北野３条２丁目６－１３,山田商店,011-881-7304,有限会社クリーンショップアライヤ,代表取締役,笈田正夫,札豊保衛確認（ク）第23号,1991-12-12,
859,取次所,株式会社　清晃舎クリーニング,北海道札幌市清田区北野３条２丁目１３－８８,札幌市清田区北野３条２丁目１３－８８,ラルズストア北野店,011-884-4426,株式会社清晃舎クリーニング,代表取締役,小林幸治,札保豊確認（ク）第16号,1997-09-25,
860,取次所,有限会社　前口商店,北海道札幌市清田区北野３条５丁目２－１,札幌市清田区北野３条５丁目２－１,,011-881-2551,有限会社ママドライ,代表取締役,浅野修,札保豊確認（ク）第2号,1997-04-04,
861,取次所,ピュア　ふらんせ,北海道札幌市清田区北野５条５丁目１２－１８,札幌市清田区北野５条５丁目１２－１８,,011-881-1864,髙木真利子,,,札豊保衛確認（ク）第19号,1993-09-17,
862,取次所,もり　里塚店,北海道札幌市清田区里塚１条２丁目７－２,札幌市清田区里塚１条２丁目７－２,,011-884-6997,森ゆう子,,,札豊保衛確認（ク）第1号,1994-04-07,
863,取次所,ホワイト急便サッポロ　里塚３条３丁目店,北海道札幌市清田区里塚３条３丁目９－１１,札幌市清田区里塚３条３丁目９－１１,,011-882-3313,増田幸子,,,札保清確認（ク）第6号,1998-12-07,
864,取次所,エンパイアーホクレンショップ平岡通店,北海道札幌市清田区里塚緑ヶ丘５丁目1-10,札幌市清田区里塚緑ヶ丘５丁目1-10,,011-886-8018,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第31号,2009-10-28,
865,取次所,クリーニングの白鳥（真駒内店）,北海道札幌市南区真駒内１７,札幌市南区真駒内１７,,011-824-1205,三上秀彦,,,札保環確認（ク）第29号,2015-03-18,
866,取次所,有限会社サンシャインクリーニング　西厚生センター店,北海道札幌市南区真駒内１７番地,札幌市南区真駒内１７番地,真駒内駐屯地　西厚生センター内,011-581-3191,有限会社サンシャインクリーニング,取締役,山崎隆生,札保環確認（ク）第46号,2014-03-13,
867,取次所,有限会社サンシャインクリーニング　東厚生センター店,北海道札幌市南区真駒内１７番地,札幌市南区真駒内１７番地,真駒内駐屯地　東厚生センター内,011-581-3191,有限会社サンシャインクリーニング,取締役,山崎隆生,札保環確認（ク）第47号,2014-03-13,
868,取次所,ノーベルクリーニング真駒内,北海道札幌市南区真駒内幸町１丁目２,札幌市南区真駒内幸町１丁目２,,011-581-3131,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第12号,2003-05-22,
869,取次所,エンパイアークリスタル店,北海道札幌市南区真駒内幸町２丁目１－１２,札幌市南区真駒内幸町２丁目１－１２,,011-571-0631,株式会社エンパイアー,代表取締役,山下譲,札南保衛確認（ク）第3号,1991-10-24,
870,取次所,株式会社ナチュラル,北海道札幌市南区真駒内上町２丁目１番７号,札幌市南区真駒内上町２丁目１番７号,,011-582-9181,株式会社ナチュラル,代表取締役,大郷大介,札保環確認（ク）第19号,2014-11-20,
871,取次所,白洗舎クリーニング　真駒内店,北海道札幌市南区真駒内上町３丁目,札幌市南区真駒内上町３丁目,,011-581-7770,井元白洗舎クリーニング株式会社,代表取締役,井元英明,札保南確認（ク）第6号,2002-02-22,
872,取次所,ドライショップエコー１５号,北海道札幌市南区真駒内泉町２丁目２,札幌市南区真駒内泉町２丁目２,宝屋金物店内,011-581-3226,株式会社小川クリーニング,代表取締役,小川勝豊,札南保衛確認（ク）第8号,1995-02-10,
873,取次所,札幌白洋舎株式会社　真駒内営業所,北海道札幌市南区真駒内泉町２丁目２－７,札幌市南区真駒内泉町２丁目２－７,,011-241-0057,札幌白洋舎株式会社,代表取締役,黒澤浩信,札東保衛確認（ク）第2119号,1964-10-20,
874,取次所,スカイクリーニング,北海道札幌市南区真駒内南町４丁目４－１５,札幌市南区真駒内南町４丁目４－１５,,011-581-1485,スカイクリーニング有限会社,代表取締役,金子禄郎,札保南確認（ク）第2号,1997-04-28,
875,取次所,クリーニングエース澄川店,北海道札幌市南区澄川２条３丁目４－２６,札幌市南区澄川２条３丁目４－２６,,011-831-3600,株式会社エースランドリー,代表取締役,小林岳人,札保環確認（ク）第4号,2018-05-24,
876,取次所,クリーニングアット　東光ストア自衛隊駅前店,北海道札幌市南区澄川３条６丁目３－１,札幌市南区澄川３条６丁目３－１,東光ストア　１F,011-876-0811,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第20号,2012-06-14,
877,取次所,ホワイト急便　澄川４条店,北海道札幌市南区澄川４条１丁目１０－１２,札幌市南区澄川４条１丁目１０－１２,澄川メインビル,011-822-3200,株式会社アルト,代表取締役,津島祐史,札保環確認（ク）第49号,2007-12-28,
878,取次所,エンパイアー澄川店,北海道札幌市南区澄川４条２丁目２－６,札幌市南区澄川４条２丁目２－６,フードセンター１Ｆ,011-841-1679,株式会社エンパイアー,代表取締役,山下譲,札保南確認（ク）第5号,2001-11-29,
879,取次所,(株)エスピードライ商会　澄川４条店,北海道札幌市南区澄川４条２丁目３番２３号,札幌市南区澄川４条２丁目３番２３号,エストレーラ澄川　１Ｆ,011-812-2444,株式会社エスピードライ商会,代表取締役,大林正也,札保環確認（ク）第13号,2014-08-20,
880,クリーニング工場,山本パーフェクトクリーニング,北海道札幌市南区澄川４条６丁目１－７,札幌市南区澄川４条６丁目１－７,,011-823-2119,山本勝,,,札南保衛確認（ク）第4号,1977-04-18,
881,取次所,株式会社エスピードライ商会　澄川５条３丁目店,北海道札幌市南区澄川５条３丁目３－５９,札幌市南区澄川５条３丁目３－５９,第二宇戸マンション１Ｆ,011-812-2444,株式会社エスピードライ商会,代表取締役,大林正也,札保環確認（ク）第4号,2013-05-01,
882,取次所,ホワイト急便澄川５条１１丁目店,北海道札幌市南区澄川５条１１丁目３番６号,札幌市南区澄川５条１１丁目３番６号,五輪通レジデンス　１階,011-522-7766,佐々木真由美,,,札保環確認（ク）第22号,2009-09-10,
883,取次所,白洗舎クリーニング　西岡店,北海道札幌市南区澄川６条４丁目２－１,札幌市南区澄川６条４丁目２－１,澄川ビル１Ｆ,011-823-8997,井元白洗舎クリーニング株式会社,代表取締役,井元英明,札保南確認（ク）第4号,1998-08-27,
884,取次所,エンパイアー生協西岡店,北海道札幌市南区澄川６条４丁目１－１,札幌市南区澄川６条４丁目１－１,コープ札幌西岡店１階,011-832-4777,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第59号,2004-03-11,
885,取次所,ダスキンクラーク,北海道札幌市南区石山１条２丁目１番６号,札幌市南区石山１条２丁目１番６号,,011-591-4143,有限会社クラーク札幌,代表取締役,藤田貴良,札保環確認（ク）第8号,2006-04-21,
886,クリーニング工場,エースランドリー　南工場,北海道札幌市南区石山１条９丁目３,札幌市南区石山１条９丁目３,,011-592-3000,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第33号,2005-11-09,
887,取次所,エンパイアー石山店,北海道札幌市南区石山２条４丁目４－７,札幌市南区石山２条４丁目４－７,,011-591-6080,平馬商事有限会社,代表取締役,平馬茂,札保南確認（ク）第3号,1998-08-19,
888,取次所,グロッサリータナベ営業所,北海道札幌市南区石山２条９丁目２－１,札幌市南区石山２条９丁目２－１,田辺商店内,011-591-2832,大田耕三,,,札南保衛確認（ク）第8号,1985-10-29,
889,取次所,クリーニング　アット　ＭＶ石山店,北海道札幌市南区石山２条９丁目７番５８号,札幌市南区石山２条９丁目７番５８号,マックスバリュ石山店内,011-594-2112,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第33号,2007-10-16,
890,取次所,ショップみつぼ,北海道札幌市南区石山東３丁目１－６０,札幌市南区石山東３丁目１－６０,,011-591-5441,相澤敏博,,,札南保衛確認（ク）第11号,1989-12-15,
891,取次所,くすりの高橋,北海道札幌市南区石山東３丁目７－２４,札幌市南区石山東３丁目７－２４,,011-592-2244,高橋悦子,,,札南保衛確認（ク）第2号,1993-09-08,
892,取次所,ノーベルクリーニング石山店,北海道札幌市南区石山東４丁目８－３３,札幌市南区石山東４丁目８－３３,,011-591-9080,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第48号,2002-08-30,
893,リネンサプライ,株式会社サークルクリーン,北海道札幌市南区川沿１条３丁目６－１,札幌市南区川沿１条３丁目６－１,,011-571-7850,株式会社サークルクリーン,代表取締役,藤井雅規,札南保衛確認（ク）第1号,1973-02-13,
894,取次所,エンパイアー川沿中央店,北海道札幌市南区川沿１条４丁目１１－１０,札幌市南区川沿１条４丁目１１－１０,,011-572-2497,杉野弘子,,,札南保衛確認（ク）第4号,1994-05-27,
895,クリーニング工場,有限会社　進永ドライ,北海道札幌市南区川沿１条５丁目２－２,札幌市南区川沿１条５丁目２－２,,011-571-6717,有限会社進永ドライ,代表取締役,櫻井茂美,札保環確認（ク）第1号,2005-04-07,
896,取次所,エンパイアー　イオン藻岩店,北海道札幌市南区川沿２条２丁目１－１,札幌市南区川沿２条２丁目１－１,イオン札幌藻岩ショッピングセンター１Ｆ,011-571-3921,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第25号,2003-09-04,
897,クリーニング工場,小沢ドライクリーニング,北海道札幌市南区川沿４条３丁目１－２６,札幌市南区川沿４条３丁目１－２６,,011-571-7452,小沢和未,,,札南保衛確認（ク）第5号,1980-09-10,
898,取次所,クリーンライン丸高,北海道札幌市南区川沿５条２丁目３番地,札幌市南区川沿５条２丁目３番地,コープさっぽろソシア店,011-573-3518,有限会社丸高ドライクリーニング,代表取締役,高山郁雄,札保南確認（ク）第6号,1997-01-31,
899,取次所,白洗舎クリーニングチビとんかち店,北海道札幌市南区川沿６条２丁目２－３６,札幌市南区川沿６条２丁目２－３６,,011-571-6100,池田親紀,,,札南保衛確認（ク）第15号,1996-03-22,
900,取次所,ドイツクリーナー大磯店,北海道札幌市南区川沿１０条２丁目４－６,札幌市南区川沿１０条２丁目４－６,,011-571-9121,大磯英二,,,札南保衛確認（ク）第6号,1996-08-09,
901,クリーニング工場,大田ドライクリーニング商会,北海道札幌市南区川沿１１条２丁目３－１４,札幌市南区川沿１１条２丁目３－１４,,011-571-5044,大田耕三,,,札南保衛確認（ク）第11号,1968-06-20,
902,取次所,エンパイアー　ラッキー川沿店,北海道札幌市南区川沿１２条２丁目,札幌市南区川沿１２条２丁目,,011-572-0073,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第34号,2011-03-07,
903,取次所,エンパイアーもなみ店,北海道札幌市南区川沿１２条３丁目１－１,札幌市南区川沿１２条３丁目１－１,,011-571-3515,小野田みどり,,,札保南確認（ク）第11号,1999-03-31,
904,取次所,エンパイアー　ビッグハウスサウス店,北海道札幌市南区川沿１５条１丁目,札幌市南区川沿１５条１丁目,,011-572-3335,株式会社エンパイアー,代表取締役,山下譲,札保南確認（ク）第2号,2000-08-02,
905,取次所,和クリーニング,北海道札幌市南区川沿１５条２丁目２,札幌市南区川沿１５条２丁目２,,011-572-7574,加賀谷和也,,,札南保衛確認（ク）第7号,1994-12-22,
906,取次所,カクタクリーニング,北海道札幌市南区川沿１５条２丁目１－２,札幌市南区川沿１５条２丁目１－２,,011-573-5735,角田勇人,,,札保環確認（ク）第35号,2011-03-18,
907,取次所,あいざわクリーニング川沿営業所,北海道札幌市南区川沿１６条２丁目１－１,札幌市南区川沿１６条２丁目１－１,,011-571-5847,東ユリエ,,,札南保衛確認（ク）第1号,1994-04-28,
908,取次所,ホクレンショップ中の沢店,北海道札幌市南区中ノ沢２丁目２,札幌市南区中ノ沢２丁目２,レックス１Ｆ,011-573-2560,社会福祉法人北海道リハビリー,理事長,石崎岳,札保環確認（ク）第7号,2012-04-26,
909,取次所,クリーニングエース東光藤野店,北海道札幌市南区藤野２条４丁目１－２,札幌市南区藤野２条４丁目１－２,,011-593-1220,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第14号,2015-11-26,
910,クリーニング工場,有限会社ニュードライあいざわ,北海道札幌市南区藤野３条３丁目３５４番地,札幌市南区藤野３条３丁目３５４番地,,011-591-5324,有限会社ニュードライあいざわ,代表取締役,相澤敏博,札南保衛確認（ク）第10号,1994-02-22,
911,クリーニング工場,株式会社エンパイアー　札幌南支店藤野工場,北海道札幌市南区藤野３条５丁目３２３,札幌市南区藤野３条５丁目３２３,,011-592-8099,株式会社エンパイアー,代表取締役,山下譲,札保南確認（ク）第6号,1997-02-28,
912,クリーニング工場,マルみマルミクリーニング店,北海道札幌市南区藤野３条６丁目,札幌市南区藤野３条６丁目,,011-592-2626,宮澤幹一,,,札南保衛確認（ク）第2号,1984-01-26,
913,取次所,藤野ドライクリーニング生協店,北海道札幌市南区藤野３条６丁目３１９番地,札幌市南区藤野３条６丁目３１９番地,生協藤野店,011-591-2835,有限会社藤野ドライクリーニング,代表取締役,篠原哲男,札南保衛確認（ク）第4号,1995-06-30,
914,取次所,エンパイアー藤野ラビット店,北海道札幌市南区藤野５条５丁目７－１５,札幌市南区藤野５条５丁目７－１５,,011-592-6308,谷口ゆかり,,,札南保衛確認（ク）第12号,1995-11-10,
915,取次所,有限会社ニュードライあいざわパークタウン取次店,北海道札幌市南区藤野５条５丁目８－１,札幌市南区藤野５条５丁目８－１,,011-592-6511,有限会社ニュードライあいざわ,代表取締役,相澤敏博,札南保衛確認（ク）第9号,1994-02-22,
916,クリーニング工場,株式会社小川クリーニング,北海道札幌市南区南３４条西８丁目４－６,札幌市南区南３４条西８丁目４－６,,011-581-2505,株式会社小川クリーニング,代表取締役,小川勝豊,札南保衛確認（ク）第13号,1975-12-05,
917,クリーニング工場,クリーニングの東急,北海道札幌市南区南３４条西９丁目１－２,札幌市南区南３４条西９丁目１－２,,011-583-8581,植田幸男,,,札南保衛確認（ク）第4号,1985-04-30,
918,クリーニング工場,ホームドライクリーニング,北海道札幌市南区北ノ沢８丁目７－４１,札幌市南区北ノ沢８丁目７－４１,,011-571-4513,蘇武國男,,,札南保衛確認（ク）第5号,1982-10-15,
919,クリーニング工場,有限会社クリーニングの徳長,北海道札幌市南区簾舞１条４丁目４－７,札幌市南区簾舞１条４丁目４－７,,011-596-2313,有限会社クリーニングの徳長,代表取締役,徳長強,札南保衛確認（ク）第9号,1993-03-09,
920,取次所,(株)大五ドライクリーニング西友宮の沢店,北海道札幌市西区宮の沢１条１丁目１７,札幌市西区宮の沢１条１丁目１７,,011-671-5188,株式会社大五ドライクリーニング,代表取締役,後藤文雄,札保西確認（ク）第17号,1999-02-02,
921,取次所,ホワイト急便　宮の沢店,北海道札幌市西区宮の沢１条２丁目１０－１０,札幌市西区宮の沢１条２丁目１０－１０,,,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第38号,2004-11-02,
922,取次所,有限会社あづまストアー,北海道札幌市西区宮の沢３条４丁目１１番７号,札幌市西区宮の沢３条４丁目１１番７号,,011-663-1012,有限会社あづまストアー,代表取締役,東敏孝,札保環確認（ク）第17号,2009-08-19,
923,取次所,ホワイト急便サッポロＪＲ琴似駅前,北海道札幌市西区琴似１条１丁目１,札幌市西区琴似１条１丁目１,,011-611-8803,日通札幌流通サービス株式会社,代表取締役,橋本行弘,札西保衛確認（ク）第11号,1993-10-19,
924,取次所,丸賞木下洗業株式会社琴似支店,北海道札幌市西区琴似１条２丁目５－３,札幌市西区琴似１条２丁目５－３,,011-611-7528,丸賞木下洗業株式会社,代表取締役,菅原信明,札西保衛確認（ク）第20号,1982-11-20,
925,取次所,地下鉄琴似駅前店,北海道札幌市西区琴似１条５丁目４－１８,札幌市西区琴似１条５丁目４－１８,細川ビル　１階,011-612-7039,株式会社清洗舎,代表取締役,瀧田登,札保環確認（ク）第61号,2008-03-18,
926,取次所,オイケ有限会社,北海道札幌市西区琴似１条７丁目２－１２,札幌市西区琴似１条７丁目２－１２,株式会社尾池クリーニング２階,011-611-5939,オイケ有限会社,代表取締役,尾池康道,札西保衛確認（ク）第3号,1993-08-04,
927,クリーニング工場,株式会社尾池クリーニング,北海道札幌市西区琴似１条７丁目２－１２,札幌市西区琴似１条７丁目２－１２,,011-631-8406,株式会社尾池クリーニング,代表取締役,尾池康道,札西保衛確認（ク）第47号,1970-12-25,
928,取次所,ホワイト急便琴似１条７丁目店,北海道札幌市西区琴似１条７丁目３－２５,札幌市西区琴似１条７丁目３－２５,,011-612-2360,吉岡曻,,,札保環確認（ク）第4号,2005-05-23,
929,取次所,クリーニングピュア　５５８８店,北海道札幌市西区琴似２条１丁目,札幌市西区琴似２条１丁目,ＫＯＴＯＮＩ５５８８　１階,011-644-3133,株式会社光生舎,代表取締役,髙江智和理,札保環確認（ク）第16号,2004-07-06,
930,取次所,クリーンスター琴似駅前店,北海道札幌市西区琴似２条１丁目３－５,札幌市西区琴似２条１丁目３－５,玉田ビルクロスロード琴似１Ｆ,011-676-4304,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第5号,2017-07-31,
931,取次所,㈱大五ドライクリーニング　イトーヨーカド琴似店,北海道札幌市西区琴似２条１丁目４－１－１Ｆ,札幌市西区琴似２条１丁目４－１－１Ｆ,,011-643-6050,株式会社大五ドライクリーニング,代表取締役,後藤文雄,札保環確認（ク）第10号,2018-07-30,
932,取次所,クリーンパートナーチャオ琴似中央店,北海道札幌市西区琴似２条２丁目２番２２号,札幌市西区琴似２条２丁目２番２２号,新宿会館１階,011-614-2234,丸賞木下洗業株式会社,代表取締役,菅原信明,札保環確認（ク）第32号,2003-10-02,
933,取次所,クリーニング　エース　ダイエー琴似店,北海道札幌市西区琴似２条４丁目２－２,札幌市西区琴似２条４丁目２－２,ダイエー琴似店　１Ｆ,011-614-7347,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第1号,2013-04-09,
934,取次所,札幌白洋舎株式会社　琴似フードサービス店,北海道札幌市西区琴似２条４丁目３６３,札幌市西区琴似２条４丁目３６３,,011-642-9237,札幌白洋舎株式会社,代表取締役,黒澤浩信,札西保衛確認（ク）第21号,1994-03-31,
935,取次所,丸賞　木下洗業（株）琴似店,北海道札幌市西区琴似２条６丁目１－１０,札幌市西区琴似２条６丁目１－１０,ライオンズＭＳ第２,011-612-2292,丸賞木下洗業株式会社,代表取締役,菅原信明,札保環確認（ク）第76号,2003-01-10,
936,クリーニング工場,有限会社サキマクリーニング,北海道札幌市西区琴似３条３丁目１－３２,札幌市西区琴似３条３丁目１－３２,,011-631-2348,有限会社サキマクリーニング,代表取締役,咲間修,札西保衛確認（ク）第21号,1975-08-29,
937,取次所,クリーニングアット　マックスバリュ琴似３条店,北海道札幌市西区琴似３条７丁目,札幌市西区琴似３条７丁目,マックスバリュ琴似３条店内,011-622-2278,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第20号,2009-09-04,
938,取次所,マックスバリュ琴似３条店,北海道札幌市西区琴似３条７丁目５－１６,札幌市西区琴似３条７丁目５－１６,マックスバリュ琴似３条店１Ｆ,011-642-7522,美好屋クリーニング株式会社,代表取締役,八十嶋幸一,札保環確認（ク）第48号,2004-01-15,
939,取次所,日糧生活協同組合,北海道札幌市西区琴似４条７丁目４－７,札幌市西区琴似４条７丁目４－７,日糧製パン工場,011-611-8951,株式会社光生舎,代表取締役,鈴木淳,札西保衛確認（ク）第6号,1985-06-28,
940,取次所,ダスキンあいとぴあ,北海道札幌市西区山の手１条１丁目４－１７,札幌市西区山の手１条１丁目４－１７,,011-642-6458,株式会社アイトピア,代表取締役,牧野功,札保環確認（ク）第17号,2006-06-15,
941,取次所,ドイツクリーナーニシデ電器取次店,北海道札幌市西区山の手１条６丁目２－１,札幌市西区山の手１条６丁目２－１,,011-641-3074,西出盛二,,,札西保衛確認（ク）第51号,1989-03-28,
942,取次所,山の手通店,北海道札幌市西区山の手１条７丁目１,札幌市西区山の手１条７丁目１,ラッキー山の手駐車場,011-615-5656,株式会社エンパイアー,代表取締役,山下譲,札西保衛確認（ク）第15号,1997-03-14,
943,取次所,エンパイアー山の手通り店,北海道札幌市西区山の手１条７丁目1-28,札幌市西区山の手１条７丁目1-28,ラッキー駐車場内,011-615-5656,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第9号,2014-07-15,
944,取次所,エンパイアー　山の手通店,北海道札幌市西区山の手１条７丁目２,札幌市西区山の手１条７丁目２,,011-615-5656,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第44号,2014-03-05,
945,取次所,あおい薬局,北海道札幌市西区山の手２条１丁目１－３７,札幌市西区山の手２条１丁目１－３７,,011-611-3306,岡玲子,,,札西保衛確認（ク）第16号,1993-02-12,
946,クリーニング工場,大崎クリーニング,北海道札幌市西区山の手２条５丁目２－２０,札幌市西区山の手２条５丁目２－２０,,011-643-0789,大崎千賀子,,,札西保衛確認（ク）第1号,1981-01-05,
947,取次所,クリーニングアット　ラルズマート山の手店,北海道札幌市西区山の手２条６丁目５番２０号,札幌市西区山の手２条６丁目５番２０号,ラルズマート山の手店　１階,011-633-6135,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第14号,2010-07-30,
948,取次所,白洗舎クリーニング山の手店,北海道札幌市西区山の手３条１丁目１番２４号,札幌市西区山の手３条１丁目１番２４号,,011-631-6277,吉田浩二,,,札保西確認（ク）第4号,1997-09-11,
949,取次所,ザ・サッポロタワー山の手,北海道札幌市西区山の手３条１丁目２－３０,札幌市西区山の手３条１丁目２－３０,ザ・サッポロタワー山の手　１階フロント,011-612-2969,株式会社アスク,代表取締役,泉澤豊,札保環確認（ク）第42号,2009-02-27,
950,取次所,ドイツクリーナ岡本ＳＨＯＰ,北海道札幌市西区山の手３条３丁目１－１,札幌市西区山の手３条３丁目１－１,,011-631-0464,岡本勝,,,札西保衛確認（ク）第10号,1988-06-21,
951,取次所,旗手商店,北海道札幌市西区山の手３条４丁目２－１,札幌市西区山の手３条４丁目２－１,,011-611-3719,旗手商店,,旗手真英,札西保衛確認（ク）第46号,1989-02-14,
952,取次所,クリーニングピュア　山の手店,北海道札幌市西区山の手３条７丁目４,札幌市西区山の手３条７丁目４,,011-642-5025,株式会社光生舎,代表取締役,髙江智和理,札西保衛確認（ク）第19号,1995-03-30,
953,取次所,ホワイト急便　山の手４条７丁目店,北海道札幌市西区山の手４条７丁目１－３６,札幌市西区山の手４条７丁目１－３６,,011-663-2750,株式会社Ａｒｔ・Ｅｍｉ,代表取締役,山本英樹,札保環確認（ク）第6号,2009-05-07,
954,取次所,ダスキン山の手,北海道札幌市西区山の手５条５丁目３－５,札幌市西区山の手５条５丁目３－５,,011-643-4033,髙田モト,,,札保環確認（ク）第9号,2007-04-24,
